id,path,r0,r1,c0,c1
774,/home/dziurawy-beret/houzz_final/00025.jpg,226,422,180,376
775,/home/dziurawy-beret/houzz_final/00025.jpg,143,339,45,241
776,/home/dziurawy-beret/houzz_final/00025.jpg,271,467,539,735
777,/home/dziurawy-beret/houzz_final/00025.jpg,347,543,182,378
778,/home/dziurawy-beret/houzz_final/00025.jpg,404,600,335,531
779,/home/dziurawy-beret/houzz_final/00025.jpg,195,391,38,234
780,/home/dziurawy-beret/houzz_final/00026.jpg,84,280,686,882
781,/home/dziurawy-beret/houzz_final/00026.jpg,170,366,527,723
782,/home/dziurawy-beret/houzz_final/00026.jpg,363,559,498,694
783,/home/dziurawy-beret/houzz_final/00026.jpg,270,466,162,358
784,/home/dziurawy-beret/houzz_final/00026.jpg,479,675,693,889
785,/home/dziurawy-beret/houzz_final/00026.jpg,372,568,463,659
786,/home/dziurawy-beret/houzz_final/00026.jpg,509,705,342,538
787,/home/dziurawy-beret/houzz_final/00026.jpg,497,693,268,464
788,/home/dziurawy-beret/houzz_final/00026.jpg,27,223,763,959
789,/home/dziurawy-beret/houzz_final/00026.jpg,316,512,216,412
790,/home/dziurawy-beret/houzz_final/00026.jpg,187,383,413,609
791,/home/dziurawy-beret/houzz_final/00026.jpg,233,429,193,389
792,/home/dziurawy-beret/houzz_final/00026.jpg,159,355,812,1008
793,/home/dziurawy-beret/houzz_final/00026.jpg,83,279,186,382
794,/home/dziurawy-beret/houzz_final/00026.jpg,172,368,10,206
795,/home/dziurawy-beret/houzz_final/00026.jpg,327,523,272,468
796,/home/dziurawy-beret/houzz_final/00026.jpg,93,289,361,557
797,/home/dziurawy-beret/houzz_final/00026.jpg,383,579,5,201
798,/home/dziurawy-beret/houzz_final/00026.jpg,280,476,195,391
799,/home/dziurawy-beret/houzz_final/00026.jpg,188,384,184,380
800,/home/dziurawy-beret/houzz_final/00026.jpg,551,747,810,1006
801,/home/dziurawy-beret/houzz_final/00026.jpg,220,416,46,242
802,/home/dziurawy-beret/houzz_final/00026.jpg,402,598,340,536
803,/home/dziurawy-beret/houzz_final/00026.jpg,204,400,556,752
804,/home/dziurawy-beret/houzz_final/00026.jpg,293,489,543,739
805,/home/dziurawy-beret/houzz_final/00026.jpg,402,598,26,222
806,/home/dziurawy-beret/houzz_final/00026.jpg,342,538,129,325
807,/home/dziurawy-beret/houzz_final/00026.jpg,81,277,325,521
808,/home/dziurawy-beret/houzz_final/00026.jpg,104,300,101,297
809,/home/dziurawy-beret/houzz_final/00026.jpg,256,452,635,831
810,/home/dziurawy-beret/houzz_final/00027.jpg,289,485,88,284
811,/home/dziurawy-beret/houzz_final/00027.jpg,4,200,730,926
812,/home/dziurawy-beret/houzz_final/00027.jpg,345,541,54,250
813,/home/dziurawy-beret/houzz_final/00027.jpg,366,562,437,633
814,/home/dziurawy-beret/houzz_final/00027.jpg,216,412,153,349
815,/home/dziurawy-beret/houzz_final/00027.jpg,564,760,249,445
816,/home/dziurawy-beret/houzz_final/00027.jpg,227,423,560,756
817,/home/dziurawy-beret/houzz_final/00027.jpg,529,725,773,969
818,/home/dziurawy-beret/houzz_final/00027.jpg,37,233,708,904
819,/home/dziurawy-beret/houzz_final/00027.jpg,465,661,255,451
820,/home/dziurawy-beret/houzz_final/00027.jpg,185,381,61,257
821,/home/dziurawy-beret/houzz_final/00027.jpg,484,680,71,267
822,/home/dziurawy-beret/houzz_final/00027.jpg,359,555,805,1001
823,/home/dziurawy-beret/houzz_final/00027.jpg,440,636,417,613
824,/home/dziurawy-beret/houzz_final/00027.jpg,515,711,503,699
825,/home/dziurawy-beret/houzz_final/00027.jpg,409,605,268,464
826,/home/dziurawy-beret/houzz_final/00027.jpg,458,654,488,684
827,/home/dziurawy-beret/houzz_final/00027.jpg,19,215,200,396
828,/home/dziurawy-beret/houzz_final/00027.jpg,72,268,311,507
829,/home/dziurawy-beret/houzz_final/00027.jpg,266,462,666,862
830,/home/dziurawy-beret/houzz_final/00027.jpg,233,429,393,589
831,/home/dziurawy-beret/houzz_final/00027.jpg,273,469,486,682
832,/home/dziurawy-beret/houzz_final/00027.jpg,490,686,307,503
833,/home/dziurawy-beret/houzz_final/00027.jpg,479,675,737,933
834,/home/dziurawy-beret/houzz_final/00027.jpg,139,335,468,664
835,/home/dziurawy-beret/houzz_final/00027.jpg,287,483,547,743
836,/home/dziurawy-beret/houzz_final/00027.jpg,541,737,10,206
837,/home/dziurawy-beret/houzz_final/00027.jpg,144,340,755,951
838,/home/dziurawy-beret/houzz_final/00027.jpg,20,216,254,450
839,/home/dziurawy-beret/houzz_final/00027.jpg,192,388,381,577
840,/home/dziurawy-beret/houzz_final/00028.jpg,389,585,791,987
841,/home/dziurawy-beret/houzz_final/00028.jpg,360,556,272,468
842,/home/dziurawy-beret/houzz_final/00028.jpg,225,421,2,198
843,/home/dziurawy-beret/houzz_final/00028.jpg,542,738,495,691
844,/home/dziurawy-beret/houzz_final/00028.jpg,180,376,586,782
845,/home/dziurawy-beret/houzz_final/00028.jpg,529,725,662,858
846,/home/dziurawy-beret/houzz_final/00028.jpg,379,575,298,494
847,/home/dziurawy-beret/houzz_final/00028.jpg,499,695,255,451
848,/home/dziurawy-beret/houzz_final/00028.jpg,554,750,694,890
849,/home/dziurawy-beret/houzz_final/00028.jpg,287,483,68,264
850,/home/dziurawy-beret/houzz_final/00028.jpg,391,587,32,228
851,/home/dziurawy-beret/houzz_final/00028.jpg,299,495,124,320
852,/home/dziurawy-beret/houzz_final/00028.jpg,201,397,761,957
853,/home/dziurawy-beret/houzz_final/00028.jpg,6,202,633,829
854,/home/dziurawy-beret/houzz_final/00028.jpg,153,349,820,1016
855,/home/dziurawy-beret/houzz_final/00028.jpg,324,520,524,720
856,/home/dziurawy-beret/houzz_final/00028.jpg,13,209,402,598
857,/home/dziurawy-beret/houzz_final/00028.jpg,154,350,293,489
858,/home/dziurawy-beret/houzz_final/00028.jpg,459,655,118,314
859,/home/dziurawy-beret/houzz_final/00028.jpg,280,476,545,741
860,/home/dziurawy-beret/houzz_final/00028.jpg,23,219,618,814
861,/home/dziurawy-beret/houzz_final/00028.jpg,531,727,334,530
862,/home/dziurawy-beret/houzz_final/00028.jpg,558,754,225,421
863,/home/dziurawy-beret/houzz_final/00028.jpg,477,673,397,593
864,/home/dziurawy-beret/houzz_final/00028.jpg,175,371,819,1015
865,/home/dziurawy-beret/houzz_final/00028.jpg,103,299,676,872
866,/home/dziurawy-beret/houzz_final/00028.jpg,82,278,334,530
867,/home/dziurawy-beret/houzz_final/00028.jpg,51,247,372,568
868,/home/dziurawy-beret/houzz_final/00028.jpg,114,310,138,334
869,/home/dziurawy-beret/houzz_final/00028.jpg,250,446,381,577
870,/home/dziurawy-beret/houzz_final/00029.jpg,170,366,4,200
871,/home/dziurawy-beret/houzz_final/00029.jpg,153,349,406,602
872,/home/dziurawy-beret/houzz_final/00029.jpg,100,296,308,504
873,/home/dziurawy-beret/houzz_final/00029.jpg,409,605,265,461
874,/home/dziurawy-beret/houzz_final/00029.jpg,276,472,738,934
875,/home/dziurawy-beret/houzz_final/00029.jpg,327,523,302,498
876,/home/dziurawy-beret/houzz_final/00029.jpg,348,544,485,681
877,/home/dziurawy-beret/houzz_final/00029.jpg,521,717,305,501
878,/home/dziurawy-beret/houzz_final/00029.jpg,358,554,509,705
879,/home/dziurawy-beret/houzz_final/00029.jpg,409,605,20,216
880,/home/dziurawy-beret/houzz_final/00029.jpg,204,400,827,1023
881,/home/dziurawy-beret/houzz_final/00029.jpg,123,319,571,767
882,/home/dziurawy-beret/houzz_final/00029.jpg,324,520,794,990
883,/home/dziurawy-beret/houzz_final/00029.jpg,75,271,84,280
884,/home/dziurawy-beret/houzz_final/00029.jpg,549,745,560,756
885,/home/dziurawy-beret/houzz_final/00029.jpg,387,583,230,426
886,/home/dziurawy-beret/houzz_final/00029.jpg,325,521,373,569
887,/home/dziurawy-beret/houzz_final/00029.jpg,110,306,768,964
888,/home/dziurawy-beret/houzz_final/00029.jpg,111,307,806,1002
889,/home/dziurawy-beret/houzz_final/00029.jpg,516,712,445,641
890,/home/dziurawy-beret/houzz_final/00029.jpg,262,458,705,901
891,/home/dziurawy-beret/houzz_final/00029.jpg,503,699,721,917
892,/home/dziurawy-beret/houzz_final/00029.jpg,134,330,697,893
893,/home/dziurawy-beret/houzz_final/00029.jpg,112,308,334,530
894,/home/dziurawy-beret/houzz_final/00029.jpg,279,475,643,839
895,/home/dziurawy-beret/houzz_final/00029.jpg,454,650,208,404
896,/home/dziurawy-beret/houzz_final/00029.jpg,150,346,718,914
897,/home/dziurawy-beret/houzz_final/00029.jpg,394,590,807,1003
898,/home/dziurawy-beret/houzz_final/00029.jpg,292,488,229,425
899,/home/dziurawy-beret/houzz_final/00029.jpg,549,745,263,459
900,/home/dziurawy-beret/houzz_final/00030.jpg,277,473,531,727
901,/home/dziurawy-beret/houzz_final/00030.jpg,77,273,615,811
902,/home/dziurawy-beret/houzz_final/00030.jpg,54,250,698,894
903,/home/dziurawy-beret/houzz_final/00030.jpg,234,430,311,507
904,/home/dziurawy-beret/houzz_final/00030.jpg,423,619,503,699
905,/home/dziurawy-beret/houzz_final/00030.jpg,418,614,499,695
906,/home/dziurawy-beret/houzz_final/00030.jpg,355,551,798,994
907,/home/dziurawy-beret/houzz_final/00030.jpg,217,413,565,761
908,/home/dziurawy-beret/houzz_final/00030.jpg,271,467,260,456
909,/home/dziurawy-beret/houzz_final/00030.jpg,76,272,483,679
910,/home/dziurawy-beret/houzz_final/00030.jpg,470,666,723,919
911,/home/dziurawy-beret/houzz_final/00030.jpg,40,236,756,952
912,/home/dziurawy-beret/houzz_final/00030.jpg,85,281,647,843
913,/home/dziurawy-beret/houzz_final/00030.jpg,175,371,291,487
914,/home/dziurawy-beret/houzz_final/00030.jpg,418,614,682,878
915,/home/dziurawy-beret/houzz_final/00030.jpg,199,395,421,617
916,/home/dziurawy-beret/houzz_final/00030.jpg,25,221,498,694
917,/home/dziurawy-beret/houzz_final/00030.jpg,407,603,17,213
918,/home/dziurawy-beret/houzz_final/00030.jpg,131,327,633,829
919,/home/dziurawy-beret/houzz_final/00030.jpg,169,365,311,507
920,/home/dziurawy-beret/houzz_final/00030.jpg,297,493,693,889
921,/home/dziurawy-beret/houzz_final/00030.jpg,91,287,127,323
922,/home/dziurawy-beret/houzz_final/00030.jpg,194,390,324,520
923,/home/dziurawy-beret/houzz_final/00030.jpg,34,230,729,925
924,/home/dziurawy-beret/houzz_final/00030.jpg,185,381,246,442
925,/home/dziurawy-beret/houzz_final/00030.jpg,314,510,645,841
926,/home/dziurawy-beret/houzz_final/00030.jpg,564,760,162,358
927,/home/dziurawy-beret/houzz_final/00030.jpg,521,717,265,461
928,/home/dziurawy-beret/houzz_final/00030.jpg,294,490,141,337
929,/home/dziurawy-beret/houzz_final/00030.jpg,305,501,402,598
930,/home/dziurawy-beret/houzz_final/00031.jpg,240,436,645,841
931,/home/dziurawy-beret/houzz_final/00031.jpg,531,727,242,438
932,/home/dziurawy-beret/houzz_final/00031.jpg,355,551,380,576
933,/home/dziurawy-beret/houzz_final/00031.jpg,433,629,307,503
934,/home/dziurawy-beret/houzz_final/00031.jpg,56,252,169,365
935,/home/dziurawy-beret/houzz_final/00031.jpg,334,530,695,891
936,/home/dziurawy-beret/houzz_final/00031.jpg,165,361,235,431
937,/home/dziurawy-beret/houzz_final/00031.jpg,206,402,785,981
938,/home/dziurawy-beret/houzz_final/00031.jpg,185,381,581,777
939,/home/dziurawy-beret/houzz_final/00031.jpg,122,318,218,414
940,/home/dziurawy-beret/houzz_final/00031.jpg,293,489,761,957
941,/home/dziurawy-beret/houzz_final/00031.jpg,189,385,36,232
942,/home/dziurawy-beret/houzz_final/00031.jpg,485,681,245,441
943,/home/dziurawy-beret/houzz_final/00031.jpg,319,515,146,342
944,/home/dziurawy-beret/houzz_final/00031.jpg,5,201,332,528
945,/home/dziurawy-beret/houzz_final/00031.jpg,422,618,771,967
946,/home/dziurawy-beret/houzz_final/00031.jpg,555,751,56,252
947,/home/dziurawy-beret/houzz_final/00031.jpg,463,659,681,877
948,/home/dziurawy-beret/houzz_final/00031.jpg,192,388,717,913
949,/home/dziurawy-beret/houzz_final/00031.jpg,366,562,377,573
950,/home/dziurawy-beret/houzz_final/00031.jpg,418,614,494,690
951,/home/dziurawy-beret/houzz_final/00031.jpg,339,535,201,397
952,/home/dziurawy-beret/houzz_final/00031.jpg,188,384,227,423
953,/home/dziurawy-beret/houzz_final/00031.jpg,70,266,700,896
954,/home/dziurawy-beret/houzz_final/00031.jpg,459,655,101,297
955,/home/dziurawy-beret/houzz_final/00031.jpg,41,237,300,496
956,/home/dziurawy-beret/houzz_final/00031.jpg,505,701,355,551
957,/home/dziurawy-beret/houzz_final/00031.jpg,356,552,392,588
958,/home/dziurawy-beret/houzz_final/00031.jpg,152,348,258,454
959,/home/dziurawy-beret/houzz_final/00031.jpg,28,224,101,297
960,/home/dziurawy-beret/houzz_final/00032.jpg,7,203,372,568
961,/home/dziurawy-beret/houzz_final/00032.jpg,3,199,431,627
962,/home/dziurawy-beret/houzz_final/00032.jpg,348,544,47,243
963,/home/dziurawy-beret/houzz_final/00032.jpg,33,229,766,962
964,/home/dziurawy-beret/houzz_final/00032.jpg,325,521,397,593
965,/home/dziurawy-beret/houzz_final/00032.jpg,140,336,235,431
966,/home/dziurawy-beret/houzz_final/00032.jpg,436,632,402,598
967,/home/dziurawy-beret/houzz_final/00032.jpg,494,690,621,817
968,/home/dziurawy-beret/houzz_final/00032.jpg,109,305,533,729
969,/home/dziurawy-beret/houzz_final/00032.jpg,61,257,31,227
970,/home/dziurawy-beret/houzz_final/00032.jpg,56,252,345,541
971,/home/dziurawy-beret/houzz_final/00032.jpg,64,260,284,480
972,/home/dziurawy-beret/houzz_final/00032.jpg,170,366,809,1005
973,/home/dziurawy-beret/houzz_final/00032.jpg,282,478,727,923
974,/home/dziurawy-beret/houzz_final/00032.jpg,80,276,570,766
975,/home/dziurawy-beret/houzz_final/00032.jpg,465,661,416,612
976,/home/dziurawy-beret/houzz_final/00032.jpg,528,724,464,660
977,/home/dziurawy-beret/houzz_final/00032.jpg,502,698,242,438
978,/home/dziurawy-beret/houzz_final/00032.jpg,100,296,793,989
979,/home/dziurawy-beret/houzz_final/00032.jpg,320,516,756,952
980,/home/dziurawy-beret/houzz_final/00032.jpg,129,325,686,882
981,/home/dziurawy-beret/houzz_final/00032.jpg,132,328,620,816
982,/home/dziurawy-beret/houzz_final/00032.jpg,67,263,344,540
983,/home/dziurawy-beret/houzz_final/00032.jpg,390,586,365,561
984,/home/dziurawy-beret/houzz_final/00032.jpg,34,230,85,281
985,/home/dziurawy-beret/houzz_final/00032.jpg,144,340,330,526
986,/home/dziurawy-beret/houzz_final/00032.jpg,245,441,9,205
987,/home/dziurawy-beret/houzz_final/00032.jpg,416,612,798,994
988,/home/dziurawy-beret/houzz_final/00032.jpg,56,252,428,624
989,/home/dziurawy-beret/houzz_final/00032.jpg,292,488,543,739
990,/home/dziurawy-beret/houzz_final/00033.jpg,466,662,727,923
991,/home/dziurawy-beret/houzz_final/00033.jpg,220,416,447,643
992,/home/dziurawy-beret/houzz_final/00033.jpg,338,534,79,275
993,/home/dziurawy-beret/houzz_final/00033.jpg,343,539,347,543
994,/home/dziurawy-beret/houzz_final/00033.jpg,304,500,354,550
995,/home/dziurawy-beret/houzz_final/00033.jpg,88,284,29,225
996,/home/dziurawy-beret/houzz_final/00033.jpg,397,593,784,980
997,/home/dziurawy-beret/houzz_final/00033.jpg,252,448,463,659
998,/home/dziurawy-beret/houzz_final/00033.jpg,517,713,73,269
999,/home/dziurawy-beret/houzz_final/00033.jpg,205,401,254,450
1000,/home/dziurawy-beret/houzz_final/00033.jpg,520,716,90,286
1001,/home/dziurawy-beret/houzz_final/00033.jpg,153,349,598,794
1002,/home/dziurawy-beret/houzz_final/00033.jpg,534,730,786,982
1003,/home/dziurawy-beret/houzz_final/00033.jpg,529,725,322,518
1004,/home/dziurawy-beret/houzz_final/00033.jpg,107,303,719,915
1005,/home/dziurawy-beret/houzz_final/00033.jpg,399,595,179,375
1006,/home/dziurawy-beret/houzz_final/00033.jpg,340,536,778,974
1007,/home/dziurawy-beret/houzz_final/00033.jpg,491,687,259,455
1008,/home/dziurawy-beret/houzz_final/00033.jpg,439,635,569,765
1009,/home/dziurawy-beret/houzz_final/00033.jpg,561,757,655,851
1010,/home/dziurawy-beret/houzz_final/00033.jpg,316,512,787,983
1011,/home/dziurawy-beret/houzz_final/00033.jpg,43,239,459,655
1012,/home/dziurawy-beret/houzz_final/00033.jpg,100,296,799,995
1013,/home/dziurawy-beret/houzz_final/00033.jpg,364,560,145,341
1014,/home/dziurawy-beret/houzz_final/00033.jpg,494,690,572,768
1015,/home/dziurawy-beret/houzz_final/00033.jpg,384,580,373,569
1016,/home/dziurawy-beret/houzz_final/00033.jpg,88,284,125,321
1017,/home/dziurawy-beret/houzz_final/00033.jpg,562,758,116,312
1018,/home/dziurawy-beret/houzz_final/00033.jpg,185,381,663,859
1019,/home/dziurawy-beret/houzz_final/00033.jpg,217,413,648,844
1020,/home/dziurawy-beret/houzz_final/00034.jpg,220,416,448,644
1021,/home/dziurawy-beret/houzz_final/00034.jpg,571,767,70,266
1022,/home/dziurawy-beret/houzz_final/00034.jpg,476,672,570,766
1023,/home/dziurawy-beret/houzz_final/00034.jpg,228,424,649,845
1024,/home/dziurawy-beret/houzz_final/00034.jpg,158,354,288,484
1025,/home/dziurawy-beret/houzz_final/00034.jpg,53,249,94,290
1026,/home/dziurawy-beret/houzz_final/00034.jpg,410,606,42,238
1027,/home/dziurawy-beret/houzz_final/00034.jpg,309,505,201,397
1028,/home/dziurawy-beret/houzz_final/00034.jpg,406,602,655,851
1029,/home/dziurawy-beret/houzz_final/00034.jpg,209,405,387,583
1030,/home/dziurawy-beret/houzz_final/00034.jpg,533,729,381,577
1031,/home/dziurawy-beret/houzz_final/00034.jpg,523,719,456,652
1032,/home/dziurawy-beret/houzz_final/00034.jpg,13,209,320,516
1033,/home/dziurawy-beret/houzz_final/00034.jpg,324,520,812,1008
1034,/home/dziurawy-beret/houzz_final/00034.jpg,428,624,562,758
1035,/home/dziurawy-beret/houzz_final/00034.jpg,295,491,99,295
1036,/home/dziurawy-beret/houzz_final/00034.jpg,391,587,295,491
1037,/home/dziurawy-beret/houzz_final/00034.jpg,190,386,637,833
1038,/home/dziurawy-beret/houzz_final/00034.jpg,84,280,243,439
1039,/home/dziurawy-beret/houzz_final/00034.jpg,450,646,508,704
1040,/home/dziurawy-beret/houzz_final/00034.jpg,546,742,616,812
1041,/home/dziurawy-beret/houzz_final/00034.jpg,168,364,677,873
1042,/home/dziurawy-beret/houzz_final/00034.jpg,4,200,425,621
1043,/home/dziurawy-beret/houzz_final/00034.jpg,201,397,259,455
1044,/home/dziurawy-beret/houzz_final/00034.jpg,515,711,35,231
1045,/home/dziurawy-beret/houzz_final/00034.jpg,140,336,32,228
1046,/home/dziurawy-beret/houzz_final/00034.jpg,377,573,114,310
1047,/home/dziurawy-beret/houzz_final/00034.jpg,57,253,672,868
1048,/home/dziurawy-beret/houzz_final/00034.jpg,305,501,583,779
1049,/home/dziurawy-beret/houzz_final/00034.jpg,531,727,267,463
1050,/home/dziurawy-beret/houzz_final/00035.jpg,99,295,67,263
1051,/home/dziurawy-beret/houzz_final/00035.jpg,367,563,359,555
1052,/home/dziurawy-beret/houzz_final/00035.jpg,53,249,196,392
1053,/home/dziurawy-beret/houzz_final/00035.jpg,261,457,501,697
1054,/home/dziurawy-beret/houzz_final/00035.jpg,477,673,386,582
1055,/home/dziurawy-beret/houzz_final/00035.jpg,12,208,226,422
1056,/home/dziurawy-beret/houzz_final/00035.jpg,438,634,752,948
1057,/home/dziurawy-beret/houzz_final/00035.jpg,518,714,700,896
1058,/home/dziurawy-beret/houzz_final/00035.jpg,550,746,258,454
1059,/home/dziurawy-beret/houzz_final/00035.jpg,105,301,207,403
1060,/home/dziurawy-beret/houzz_final/00035.jpg,451,647,627,823
1061,/home/dziurawy-beret/houzz_final/00035.jpg,471,667,529,725
1062,/home/dziurawy-beret/houzz_final/00035.jpg,186,382,794,990
1063,/home/dziurawy-beret/houzz_final/00035.jpg,536,732,108,304
1064,/home/dziurawy-beret/houzz_final/00035.jpg,54,250,588,784
1065,/home/dziurawy-beret/houzz_final/00035.jpg,279,475,671,867
1066,/home/dziurawy-beret/houzz_final/00035.jpg,318,514,11,207
1067,/home/dziurawy-beret/houzz_final/00035.jpg,246,442,230,426
1068,/home/dziurawy-beret/houzz_final/00035.jpg,205,401,507,703
1069,/home/dziurawy-beret/houzz_final/00035.jpg,24,220,135,331
1070,/home/dziurawy-beret/houzz_final/00035.jpg,398,594,444,640
1071,/home/dziurawy-beret/houzz_final/00035.jpg,330,526,435,631
1072,/home/dziurawy-beret/houzz_final/00035.jpg,131,327,219,415
1073,/home/dziurawy-beret/houzz_final/00035.jpg,314,510,447,643
1074,/home/dziurawy-beret/houzz_final/00035.jpg,333,529,817,1013
1075,/home/dziurawy-beret/houzz_final/00035.jpg,482,678,189,385
1076,/home/dziurawy-beret/houzz_final/00035.jpg,443,639,22,218
1077,/home/dziurawy-beret/houzz_final/00035.jpg,537,733,30,226
1078,/home/dziurawy-beret/houzz_final/00035.jpg,249,445,544,740
1079,/home/dziurawy-beret/houzz_final/00035.jpg,4,200,549,745
1080,/home/dziurawy-beret/houzz_final/00036.jpg,332,528,0,196
1081,/home/dziurawy-beret/houzz_final/00036.jpg,565,761,120,316
1082,/home/dziurawy-beret/houzz_final/00036.jpg,533,729,571,767
1083,/home/dziurawy-beret/houzz_final/00036.jpg,68,264,801,997
1084,/home/dziurawy-beret/houzz_final/00036.jpg,296,492,365,561
1085,/home/dziurawy-beret/houzz_final/00036.jpg,258,454,341,537
1086,/home/dziurawy-beret/houzz_final/00036.jpg,294,490,815,1011
1087,/home/dziurawy-beret/houzz_final/00036.jpg,450,646,431,627
1088,/home/dziurawy-beret/houzz_final/00036.jpg,104,300,22,218
1089,/home/dziurawy-beret/houzz_final/00036.jpg,99,295,163,359
1090,/home/dziurawy-beret/houzz_final/00036.jpg,104,300,787,983
1091,/home/dziurawy-beret/houzz_final/00036.jpg,195,391,319,515
1092,/home/dziurawy-beret/houzz_final/00036.jpg,232,428,44,240
1093,/home/dziurawy-beret/houzz_final/00036.jpg,522,718,579,775
1094,/home/dziurawy-beret/houzz_final/00036.jpg,349,545,333,529
1095,/home/dziurawy-beret/houzz_final/00036.jpg,477,673,534,730
1096,/home/dziurawy-beret/houzz_final/00036.jpg,252,448,17,213
1097,/home/dziurawy-beret/houzz_final/00036.jpg,45,241,93,289
1098,/home/dziurawy-beret/houzz_final/00036.jpg,538,734,231,427
1099,/home/dziurawy-beret/houzz_final/00036.jpg,116,312,291,487
1100,/home/dziurawy-beret/houzz_final/00036.jpg,337,533,540,736
1101,/home/dziurawy-beret/houzz_final/00036.jpg,12,208,296,492
1102,/home/dziurawy-beret/houzz_final/00036.jpg,426,622,344,540
1103,/home/dziurawy-beret/houzz_final/00036.jpg,412,608,778,974
1104,/home/dziurawy-beret/houzz_final/00036.jpg,432,628,788,984
1105,/home/dziurawy-beret/houzz_final/00036.jpg,168,364,711,907
1106,/home/dziurawy-beret/houzz_final/00036.jpg,396,592,44,240
1107,/home/dziurawy-beret/houzz_final/00036.jpg,23,219,251,447
1108,/home/dziurawy-beret/houzz_final/00036.jpg,450,646,103,299
1109,/home/dziurawy-beret/houzz_final/00036.jpg,18,214,287,483
1110,/home/dziurawy-beret/houzz_final/00037.jpg,312,508,756,952
1111,/home/dziurawy-beret/houzz_final/00037.jpg,188,384,130,326
1112,/home/dziurawy-beret/houzz_final/00037.jpg,20,216,42,238
1113,/home/dziurawy-beret/houzz_final/00037.jpg,130,326,285,481
1114,/home/dziurawy-beret/houzz_final/00037.jpg,334,530,667,863
1115,/home/dziurawy-beret/houzz_final/00037.jpg,247,443,396,592
1116,/home/dziurawy-beret/houzz_final/00037.jpg,169,365,467,663
1117,/home/dziurawy-beret/houzz_final/00037.jpg,155,351,210,406
1118,/home/dziurawy-beret/houzz_final/00037.jpg,60,256,587,783
1119,/home/dziurawy-beret/houzz_final/00037.jpg,496,692,220,416
1120,/home/dziurawy-beret/houzz_final/00037.jpg,383,579,305,501
1121,/home/dziurawy-beret/houzz_final/00037.jpg,96,292,374,570
1122,/home/dziurawy-beret/houzz_final/00037.jpg,200,396,362,558
1123,/home/dziurawy-beret/houzz_final/00037.jpg,24,220,4,200
1124,/home/dziurawy-beret/houzz_final/00037.jpg,352,548,739,935
1125,/home/dziurawy-beret/houzz_final/00037.jpg,496,692,549,745
1126,/home/dziurawy-beret/houzz_final/00037.jpg,317,513,345,541
1127,/home/dziurawy-beret/houzz_final/00037.jpg,201,397,815,1011
1128,/home/dziurawy-beret/houzz_final/00037.jpg,523,719,656,852
1129,/home/dziurawy-beret/houzz_final/00037.jpg,21,217,18,214
1130,/home/dziurawy-beret/houzz_final/00037.jpg,289,485,112,308
1131,/home/dziurawy-beret/houzz_final/00037.jpg,108,304,605,801
1132,/home/dziurawy-beret/houzz_final/00037.jpg,201,397,659,855
1133,/home/dziurawy-beret/houzz_final/00037.jpg,305,501,231,427
1134,/home/dziurawy-beret/houzz_final/00037.jpg,18,214,535,731
1135,/home/dziurawy-beret/houzz_final/00037.jpg,212,408,293,489
1136,/home/dziurawy-beret/houzz_final/00037.jpg,223,419,359,555
1137,/home/dziurawy-beret/houzz_final/00037.jpg,227,423,96,292
1138,/home/dziurawy-beret/houzz_final/00037.jpg,47,243,106,302
1139,/home/dziurawy-beret/houzz_final/00037.jpg,411,607,306,502
1140,/home/dziurawy-beret/houzz_final/00038.jpg,476,672,3,199
1141,/home/dziurawy-beret/houzz_final/00038.jpg,563,759,215,411
1142,/home/dziurawy-beret/houzz_final/00038.jpg,170,366,669,865
1143,/home/dziurawy-beret/houzz_final/00038.jpg,405,601,347,543
1144,/home/dziurawy-beret/houzz_final/00038.jpg,282,478,412,608
1145,/home/dziurawy-beret/houzz_final/00038.jpg,335,531,533,729
1146,/home/dziurawy-beret/houzz_final/00038.jpg,464,660,681,877
1147,/home/dziurawy-beret/houzz_final/00038.jpg,159,355,45,241
1148,/home/dziurawy-beret/houzz_final/00038.jpg,277,473,595,791
1149,/home/dziurawy-beret/houzz_final/00038.jpg,286,482,732,928
1150,/home/dziurawy-beret/houzz_final/00038.jpg,382,578,754,950
1151,/home/dziurawy-beret/houzz_final/00038.jpg,305,501,50,246
1152,/home/dziurawy-beret/houzz_final/00038.jpg,502,698,175,371
1153,/home/dziurawy-beret/houzz_final/00038.jpg,31,227,480,676
1154,/home/dziurawy-beret/houzz_final/00038.jpg,256,452,176,372
1155,/home/dziurawy-beret/houzz_final/00038.jpg,377,573,395,591
1156,/home/dziurawy-beret/houzz_final/00038.jpg,333,529,193,389
1157,/home/dziurawy-beret/houzz_final/00038.jpg,193,389,443,639
1158,/home/dziurawy-beret/houzz_final/00038.jpg,456,652,391,587
1159,/home/dziurawy-beret/houzz_final/00038.jpg,522,718,467,663
1160,/home/dziurawy-beret/houzz_final/00038.jpg,127,323,548,744
1161,/home/dziurawy-beret/houzz_final/00038.jpg,545,741,94,290
1162,/home/dziurawy-beret/houzz_final/00038.jpg,188,384,458,654
1163,/home/dziurawy-beret/houzz_final/00038.jpg,106,302,326,522
1164,/home/dziurawy-beret/houzz_final/00038.jpg,70,266,393,589
1165,/home/dziurawy-beret/houzz_final/00038.jpg,439,635,73,269
1166,/home/dziurawy-beret/houzz_final/00038.jpg,140,336,549,745
1167,/home/dziurawy-beret/houzz_final/00038.jpg,150,346,629,825
